game_id,agent_p1,agent_p2,seed,winner,turns,time_sec,p1_alive,p2_alive,p1_captures,p2_captures
44,LOOK-A3-simple-stack,LOOK,4084,-1,58,0.086,0,4,4,8
45,LOOK-A3-simple-stack,LOOK,4085,-1,114,0.093,0,2,6,8
46,LOOK-A3-simple-stack,LOOK,4086,1,91,0.184,1,0,8,7
47,LOOK-A3-simple-stack,LOOK,4087,-1,42,0.066,0,4,4,8
4,LOOK-A3-simple-stack,LOOK,4044,-1,112,0.065,0,1,7,8
5,LOOK-A3-simple-stack,LOOK,4045,-1,80,0.09,0,2,6,8
6,LOOK-A3-simple-stack,LOOK,4046,1,51,0.186,7,0,8,1
7,LOOK-A3-simple-stack,LOOK,4047,-1,62,0.26,0,4,4,8
8,LOOK-A3-simple-stack,LOOK,4048,1,73,0.157,6,0,8,2
9,LOOK-A3-simple-stack,LOOK,4049,1,77,0.192,6,0,8,2
10,LOOK-A3-simple-stack,LOOK,4050,-1,48,0.157,0,5,3,8
11,LOOK-A3-simple-stack,LOOK,4051,1,53,0.168,5,0,8,3
40,LOOK-A3-simple-stack,LOOK,4080,1,77,0.24,5,0,8,3
41,LOOK-A3-simple-stack,LOOK,4081,-1,68,0.137,0,2,6,8
42,LOOK-A3-simple-stack,LOOK,4082,-1,58,0.182,0,3,5,8
43,LOOK-A3-simple-stack,LOOK,4083,1,55,0.075,6,0,8,2
28,LOOK-A3-simple-stack,LOOK,4068,1,41,0.351,6,0,8,2
29,LOOK-A3-simple-stack,LOOK,4069,-1,60,0.064,0,5,3,8
30,LOOK-A3-simple-stack,LOOK,4070,-1,60,0.116,0,5,3,8
31,LOOK-A3-simple-stack,LOOK,4071,-1,40,0.148,0,4,4,8
32,LOOK-A3-simple-stack,LOOK,4072,1,109,0.211,1,0,8,7
33,LOOK-A3-simple-stack,LOOK,4073,1,93,0.38,2,0,8,6
34,LOOK-A3-simple-stack,LOOK,4074,-1,96,0.139,0,1,7,8
35,LOOK-A3-simple-stack,LOOK,4075,-1,54,0.094,0,4,4,8
20,LOOK-A3-simple-stack,LOOK,4060,-1,80,0.412,0,4,4,8
21,LOOK-A3-simple-stack,LOOK,4061,-1,40,0.157,0,7,1,8
22,LOOK-A3-simple-stack,LOOK,4062,-1,52,0.293,0,4,4,8
23,LOOK-A3-simple-stack,LOOK,4063,1,65,0.139,4,0,8,4
48,LOOK-A3-simple-stack,LOOK,4088,-1,62,0.104,0,4,4,8
49,LOOK-A3-simple-stack,LOOK,4089,1,45,0.339,5,0,8,3
50,LOOK-A3-simple-stack,LOOK,4090,1,77,0.216,2,0,8,6
51,LOOK-A3-simple-stack,LOOK,4091,1,37,0.29,6,0,8,2
12,LOOK-A3-simple-stack,LOOK,4052,-1,42,0.264,0,4,4,8
13,LOOK-A3-simple-stack,LOOK,4053,-1,84,0.358,0,3,5,8
14,LOOK-A3-simple-stack,LOOK,4054,1,63,0.236,4,0,8,4
15,LOOK-A3-simple-stack,LOOK,4055,1,83,0.258,3,0,8,5
24,LOOK-A3-simple-stack,LOOK,4064,-1,86,0.216,0,1,7,8
25,LOOK-A3-simple-stack,LOOK,4065,-1,46,0.084,0,5,3,8
26,LOOK-A3-simple-stack,LOOK,4066,-1,44,0.055,0,4,4,8
27,LOOK-A3-simple-stack,LOOK,4067,-1,44,0.789,0,5,3,8
56,LOOK-A3-simple-stack,LOOK,4096,-1,114,0.283,0,3,5,8
57,LOOK-A3-simple-stack,LOOK,4097,-1,74,0.288,0,4,4,8
58,LOOK-A3-simple-stack,LOOK,4098,-1,100,0.103,0,2,6,8
59,LOOK-A3-simple-stack,LOOK,4099,1,93,0.061,1,0,8,7
76,LOOK-A3-simple-stack,LOOK,4116,-1,102,0.237,0,1,7,8
77,LOOK-A3-simple-stack,LOOK,4117,1,41,0.068,2,0,8,6
78,LOOK-A3-simple-stack,LOOK,4118,1,61,0.383,4,0,8,4
79,LOOK-A3-simple-stack,LOOK,4119,1,89,0.127,3,0,8,5
36,LOOK-A3-simple-stack,LOOK,4076,1,53,0.152,4,0,8,4
37,LOOK-A3-simple-stack,LOOK,4077,-1,116,0.075,0,2,6,8
38,LOOK-A3-simple-stack,LOOK,4078,-1,86,0.666,0,4,4,8
39,LOOK-A3-simple-stack,LOOK,4079,-1,44,0.752,0,3,5,8
92,LOOK-A3-simple-stack,LOOK,4132,1,109,0.29,1,0,8,7
93,LOOK-A3-simple-stack,LOOK,4133,1,55,0.064,5,0,8,3
94,LOOK-A3-simple-stack,LOOK,4134,-1,76,0.114,0,4,4,8
95,LOOK-A3-simple-stack,LOOK,4135,1,61,0.152,4,0,8,4
72,LOOK-A3-simple-stack,LOOK,4112,1,69,0.177,4,0,8,4
73,LOOK-A3-simple-stack,LOOK,4113,-1,58,0.244,0,5,3,8
74,LOOK-A3-simple-stack,LOOK,4114,-1,124,0.163,0,5,3,8
75,LOOK-A3-simple-stack,LOOK,4115,-1,46,0.48,0,4,4,8
64,LOOK-A3-simple-stack,LOOK,4104,1,65,0.269,3,0,8,5
65,LOOK-A3-simple-stack,LOOK,4105,-1,38,0.15,0,7,1,8
66,LOOK-A3-simple-stack,LOOK,4106,-1,128,0.427,0,1,7,8
67,LOOK-A3-simple-stack,LOOK,4107,-1,98,0.343,0,1,7,8
80,LOOK-A3-simple-stack,LOOK,4120,-1,112,0.131,0,2,6,8
81,LOOK-A3-simple-stack,LOOK,4121,1,63,0.458,1,0,8,7
82,LOOK-A3-simple-stack,LOOK,4122,-1,84,0.146,0,4,4,8
83,LOOK-A3-simple-stack,LOOK,4123,1,65,0.27,3,0,8,5
60,LOOK-A3-simple-stack,LOOK,4100,-1,134,0.204,0,1,7,8
61,LOOK-A3-simple-stack,LOOK,4101,1,113,0.538,1,0,8,7
62,LOOK-A3-simple-stack,LOOK,4102,1,71,0.887,5,0,8,3
63,LOOK-A3-simple-stack,LOOK,4103,1,79,0.094,6,0,8,2
52,LOOK-A3-simple-stack,LOOK,4092,1,99,0.251,2,0,8,6
53,LOOK-A3-simple-stack,LOOK,4093,1,43,1.776,6,0,8,2
54,LOOK-A3-simple-stack,LOOK,4094,1,75,0.1,2,0,8,6
55,LOOK-A3-simple-stack,LOOK,4095,1,69,0.157,5,0,8,3
84,LOOK-A3-simple-stack,LOOK,4124,1,133,0.743,1,0,8,7
85,LOOK-A3-simple-stack,LOOK,4125,-1,50,0.167,0,4,4,8
86,LOOK-A3-simple-stack,LOOK,4126,1,59,0.203,2,0,8,6
87,LOOK-A3-simple-stack,LOOK,4127,1,153,0.231,4,0,8,4
88,LOOK-A3-simple-stack,LOOK,4128,1,47,0.278,4,0,8,4
89,LOOK-A3-simple-stack,LOOK,4129,-1,60,0.233,0,5,3,8
90,LOOK-A3-simple-stack,LOOK,4130,-1,70,0.798,0,4,4,8
91,LOOK-A3-simple-stack,LOOK,4131,-1,56,0.078,0,4,4,8
16,LOOK-A3-simple-stack,LOOK,4056,1,109,0.717,3,0,8,5
17,LOOK-A3-simple-stack,LOOK,4057,-1,38,0.857,0,3,5,8
18,LOOK-A3-simple-stack,LOOK,4058,-1,50,0.1,0,3,5,8
19,LOOK-A3-simple-stack,LOOK,4059,-1,108,0.909,0,1,7,8
100,LOOK-A3-simple-stack,LOOK,4140,-1,54,0.237,0,6,2,8
101,LOOK-A3-simple-stack,LOOK,4141,1,75,0.111,2,0,8,6
102,LOOK-A3-simple-stack,LOOK,4142,-1,104,0.131,0,1,7,8
103,LOOK-A3-simple-stack,LOOK,4143,-1,54,0.691,0,3,5,8
120,LOOK-A3-simple-stack,LOOK,4160,1,67,0.359,2,0,8,6
121,LOOK-A3-simple-stack,LOOK,4161,1,113,0.118,5,0,8,3
122,LOOK-A3-simple-stack,LOOK,4162,-1,64,0.152,0,4,4,8
123,LOOK-A3-simple-stack,LOOK,4163,1,65,0.256,6,0,8,2
116,LOOK-A3-simple-stack,LOOK,4156,-1,136,0.369,0,2,6,8
117,LOOK-A3-simple-stack,LOOK,4157,1,45,0.203,5,0,8,3
118,LOOK-A3-simple-stack,LOOK,4158,1,99,0.197,2,0,8,6
119,LOOK-A3-simple-stack,LOOK,4159,1,71,0.417,3,0,8,5
108,LOOK-A3-simple-stack,LOOK,4148,-1,66,0.909,0,3,5,8
109,LOOK-A3-simple-stack,LOOK,4149,1,37,0.091,5,0,8,3
110,LOOK-A3-simple-stack,LOOK,4150,-1,62,0.051,0,5,3,8
111,LOOK-A3-simple-stack,LOOK,4151,-1,42,0.242,0,5,3,8
0,LOOK-A3-simple-stack,LOOK,4040,-1,50,1.523,0,5,3,8
1,LOOK-A3-simple-stack,LOOK,4041,-1,80,0.147,0,1,7,8
2,LOOK-A3-simple-stack,LOOK,4042,1,81,0.108,5,0,8,3
3,LOOK-A3-simple-stack,LOOK,4043,-1,130,1.339,0,2,6,8
96,LOOK-A3-simple-stack,LOOK,4136,-1,60,0.058,0,5,3,8
97,LOOK-A3-simple-stack,LOOK,4137,1,37,0.504,7,0,8,1
98,LOOK-A3-simple-stack,LOOK,4138,1,171,0.451,1,0,8,7
99,LOOK-A3-simple-stack,LOOK,4139,1,55,0.886,7,0,8,1
124,LOOK-A3-simple-stack,LOOK,4164,-1,44,0.124,0,6,2,8
125,LOOK-A3-simple-stack,LOOK,4165,1,73,0.376,2,0,8,6
126,LOOK-A3-simple-stack,LOOK,4166,1,51,0.134,5,0,8,3
127,LOOK-A3-simple-stack,LOOK,4167,-1,70,0.219,0,2,6,8
112,LOOK-A3-simple-stack,LOOK,4152,1,45,0.693,6,0,8,2
113,LOOK-A3-simple-stack,LOOK,4153,-1,50,0.12,0,4,4,8
114,LOOK-A3-simple-stack,LOOK,4154,1,63,0.166,4,0,8,4
115,LOOK-A3-simple-stack,LOOK,4155,1,39,0.463,3,0,8,5
156,LOOK-A3-simple-stack,LOOK,4196,-1,80,0.218,0,2,6,8
157,LOOK-A3-simple-stack,LOOK,4197,1,65,0.142,2,0,8,6
158,LOOK-A3-simple-stack,LOOK,4198,1,67,0.099,2,0,8,6
159,LOOK-A3-simple-stack,LOOK,4199,1,45,0.095,4,0,8,4
168,LOOK-A3-simple-stack,LOOK,4208,-1,86,0.104,0,4,4,8
169,LOOK-A3-simple-stack,LOOK,4209,1,113,0.216,1,0,8,7
170,LOOK-A3-simple-stack,LOOK,4210,-1,68,0.092,0,4,4,8
171,LOOK-A3-simple-stack,LOOK,4211,-1,56,0.061,0,6,2,8
128,LOOK-A3-simple-stack,LOOK,4168,1,61,0.218,3,0,8,5
129,LOOK-A3-simple-stack,LOOK,4169,1,63,0.199,6,0,8,2
130,LOOK-A3-simple-stack,LOOK,4170,1,73,0.576,2,0,8,6
131,LOOK-A3-simple-stack,LOOK,4171,1,139,0.356,2,0,8,6
144,LOOK-A3-simple-stack,LOOK,4184,-1,60,0.12,0,4,4,8
145,LOOK-A3-simple-stack,LOOK,4185,1,111,0.258,2,0,8,6
146,LOOK-A3-simple-stack,LOOK,4186,1,139,0.092,1,0,8,7
147,LOOK-A3-simple-stack,LOOK,4187,-1,40,0.472,0,6,2,8
148,LOOK-A3-simple-stack,LOOK,4188,1,79,0.07,5,0,8,3
149,LOOK-A3-simple-stack,LOOK,4189,1,81,0.171,4,0,8,4
150,LOOK-A3-simple-stack,LOOK,4190,-1,70,0.248,0,5,3,8
151,LOOK-A3-simple-stack,LOOK,4191,1,97,0.474,6,0,8,2
164,LOOK-A3-simple-stack,LOOK,4204,-1,46,0.209,0,3,5,8
165,LOOK-A3-simple-stack,LOOK,4205,1,93,0.244,5,0,8,3
166,LOOK-A3-simple-stack,LOOK,4206,1,69,0.131,4,0,8,4
167,LOOK-A3-simple-stack,LOOK,4207,1,63,0.13,3,0,8,5
160,LOOK-A3-simple-stack,LOOK,4200,-1,60,0.164,0,2,6,8
161,LOOK-A3-simple-stack,LOOK,4201,1,55,0.312,4,0,8,4
162,LOOK-A3-simple-stack,LOOK,4202,-1,70,0.148,0,4,4,8
163,LOOK-A3-simple-stack,LOOK,4203,-1,82,0.257,0,4,4,8
152,LOOK-A3-simple-stack,LOOK,4192,1,51,0.095,7,0,8,1
153,LOOK-A3-simple-stack,LOOK,4193,1,67,0.372,1,0,8,7
154,LOOK-A3-simple-stack,LOOK,4194,1,149,0.372,4,0,8,4
155,LOOK-A3-simple-stack,LOOK,4195,1,63,0.179,2,0,8,6
176,LOOK-A3-simple-stack,LOOK,4216,1,37,0.122,5,0,8,3
177,LOOK-A3-simple-stack,LOOK,4217,-1,60,0.091,0,5,3,8
178,LOOK-A3-simple-stack,LOOK,4218,-1,86,0.132,0,2,6,8
179,LOOK-A3-simple-stack,LOOK,4219,1,65,0.135,3,0,8,5
172,LOOK-A3-simple-stack,LOOK,4212,1,45,0.169,7,0,8,1
173,LOOK-A3-simple-stack,LOOK,4213,1,95,0.19,3,0,8,5
174,LOOK-A3-simple-stack,LOOK,4214,1,85,0.334,1,0,8,7
175,LOOK-A3-simple-stack,LOOK,4215,1,79,0.188,2,0,8,6
140,LOOK-A3-simple-stack,LOOK,4180,-1,120,0.165,0,2,6,8
141,LOOK-A3-simple-stack,LOOK,4181,1,75,0.146,2,0,8,6
142,LOOK-A3-simple-stack,LOOK,4182,1,47,0.674,6,0,8,2
143,LOOK-A3-simple-stack,LOOK,4183,1,103,0.657,2,0,8,6
184,LOOK-A3-simple-stack,LOOK,4224,-1,108,0.112,0,1,7,8
185,LOOK-A3-simple-stack,LOOK,4225,1,51,0.107,6,0,8,2
186,LOOK-A3-simple-stack,LOOK,4226,-1,78,0.186,0,3,5,8
187,LOOK-A3-simple-stack,LOOK,4227,-1,102,0.181,0,2,6,8
136,LOOK-A3-simple-stack,LOOK,4176,-1,42,0.532,0,5,3,8
137,LOOK-A3-simple-stack,LOOK,4177,1,83,0.344,2,0,8,6
138,LOOK-A3-simple-stack,LOOK,4178,1,63,0.425,7,0,8,1
139,LOOK-A3-simple-stack,LOOK,4179,-1,52,0.604,0,4,4,8
200,LOOK-A3-simple-stack,LOOK,4240,-1,32,0.06,0,6,2,8
201,LOOK-A3-simple-stack,LOOK,4241,1,43,0.085,4,0,8,4
202,LOOK-A3-simple-stack,LOOK,4242,-1,52,0.298,0,6,2,8
203,LOOK-A3-simple-stack,LOOK,4243,1,77,0.08,2,0,8,6
192,LOOK-A3-simple-stack,LOOK,4232,-1,68,0.138,0,2,6,8
193,LOOK-A3-simple-stack,LOOK,4233,-1,48,0.208,0,5,3,8
194,LOOK-A3-simple-stack,LOOK,4234,1,75,0.197,4,0,8,4
195,LOOK-A3-simple-stack,LOOK,4235,-1,86,0.101,0,4,4,8
216,LOOK-A3-simple-stack,LOOK,4256,-1,46,0.06,0,4,4,8
217,LOOK-A3-simple-stack,LOOK,4257,-1,56,0.172,0,5,3,8
218,LOOK-A3-simple-stack,LOOK,4258,-1,92,0.123,0,3,5,8
219,LOOK-A3-simple-stack,LOOK,4259,1,77,0.093,3,0,8,5
188,LOOK-A3-simple-stack,LOOK,4228,1,65,0.141,6,0,8,2
189,LOOK-A3-simple-stack,LOOK,4229,-1,88,0.167,0,2,6,8
190,LOOK-A3-simple-stack,LOOK,4230,-1,44,0.518,0,6,2,8
191,LOOK-A3-simple-stack,LOOK,4231,-1,84,0.146,0,3,5,8
204,LOOK-A3-simple-stack,LOOK,4244,-1,72,0.15,0,4,4,8
205,LOOK-A3-simple-stack,LOOK,4245,-1,60,0.435,0,4,4,8
206,LOOK-A3-simple-stack,LOOK,4246,1,99,0.077,2,0,8,6
207,LOOK-A3-simple-stack,LOOK,4247,-1,52,0.042,0,7,1,8
68,LOOK-A3-simple-stack,LOOK,4108,1,47,2.522,6,0,8,2
69,LOOK-A3-simple-stack,LOOK,4109,1,45,0.042,3,0,8,5
70,LOOK-A3-simple-stack,LOOK,4110,1,73,0.051,3,0,8,5
71,LOOK-A3-simple-stack,LOOK,4111,-1,78,1.471,0,3,5,8
196,LOOK-A3-simple-stack,LOOK,4236,1,55,0.088,4,0,8,4
197,LOOK-A3-simple-stack,LOOK,4237,1,79,0.442,3,0,8,5
198,LOOK-A3-simple-stack,LOOK,4238,1,47,0.042,4,0,8,4
199,LOOK-A3-simple-stack,LOOK,4239,-1,52,0.336,0,5,3,8
180,LOOK-A3-simple-stack,LOOK,4220,1,69,0.041,3,0,8,5
181,LOOK-A3-simple-stack,LOOK,4221,1,65,0.493,4,0,8,4
182,LOOK-A3-simple-stack,LOOK,4222,-1,154,0.459,0,1,7,8
183,LOOK-A3-simple-stack,LOOK,4223,-1,44,0.366,0,3,5,8
244,LOOK-A3-simple-stack,LOOK,4284,1,55,0.071,3,0,8,5
245,LOOK-A3-simple-stack,LOOK,4285,-1,48,0.025,0,5,3,8
246,LOOK-A3-simple-stack,LOOK,4286,-1,62,0.125,0,6,2,8
247,LOOK-A3-simple-stack,LOOK,4287,1,105,0.121,1,0,8,7
232,LOOK-A3-simple-stack,LOOK,4272,-1,52,0.178,0,4,4,8
233,LOOK-A3-simple-stack,LOOK,4273,1,49,0.116,3,0,8,5
234,LOOK-A3-simple-stack,LOOK,4274,1,63,0.211,3,0,8,5
235,LOOK-A3-simple-stack,LOOK,4275,1,95,0.155,1,0,8,7
228,LOOK-A3-simple-stack,LOOK,4268,1,45,0.213,7,0,8,1
229,LOOK-A3-simple-stack,LOOK,4269,-1,96,0.153,0,2,6,8
230,LOOK-A3-simple-stack,LOOK,4270,1,99,0.141,2,0,8,6
231,LOOK-A3-simple-stack,LOOK,4271,-1,112,0.17,0,2,6,8
224,LOOK-A3-simple-stack,LOOK,4264,-1,40,0.321,0,5,3,8
225,LOOK-A3-simple-stack,LOOK,4265,1,103,0.113,1,0,8,7
226,LOOK-A3-simple-stack,LOOK,4266,-1,56,0.102,0,4,4,8
227,LOOK-A3-simple-stack,LOOK,4267,1,59,0.278,5,0,8,3
240,LOOK-A3-simple-stack,LOOK,4280,1,77,0.185,4,0,8,4
241,LOOK-A3-simple-stack,LOOK,4281,1,85,0.214,1,0,8,7
242,LOOK-A3-simple-stack,LOOK,4282,-1,136,0.133,0,2,6,8
243,LOOK-A3-simple-stack,LOOK,4283,1,49,0.066,3,0,8,5
236,LOOK-A3-simple-stack,LOOK,4276,-1,94,0.189,0,3,5,8
237,LOOK-A3-simple-stack,LOOK,4277,-1,76,0.273,0,1,7,8
238,LOOK-A3-simple-stack,LOOK,4278,-1,84,0.056,0,3,5,8
239,LOOK-A3-simple-stack,LOOK,4279,1,45,0.231,7,0,8,1
212,LOOK-A3-simple-stack,LOOK,4252,-1,62,0.037,0,4,4,8
213,LOOK-A3-simple-stack,LOOK,4253,-1,78,0.198,0,1,7,8
214,LOOK-A3-simple-stack,LOOK,4254,1,51,0.117,2,0,8,6
215,LOOK-A3-simple-stack,LOOK,4255,1,77,0.994,6,0,8,2
248,LOOK-A3-simple-stack,LOOK,4288,1,139,0.286,1,0,8,7
249,LOOK-A3-simple-stack,LOOK,4289,-1,58,0.058,0,5,3,8
250,LOOK-A3-simple-stack,LOOK,4290,1,135,0.155,2,0,8,6
251,LOOK-A3-simple-stack,LOOK,4291,1,93,0.295,3,0,8,5
268,LOOK-A3-simple-stack,LOOK,4308,1,85,0.218,4,0,8,4
269,LOOK-A3-simple-stack,LOOK,4309,-1,76,0.052,0,4,4,8
270,LOOK-A3-simple-stack,LOOK,4310,1,51,0.037,4,0,8,4
271,LOOK-A3-simple-stack,LOOK,4311,1,47,0.108,6,0,8,2
284,LOOK-A3-simple-stack,LOOK,4324,-1,98,0.049,0,1,7,8
285,LOOK-A3-simple-stack,LOOK,4325,1,73,0.272,2,0,8,6
286,LOOK-A3-simple-stack,LOOK,4326,1,109,0.114,2,0,8,6
287,LOOK-A3-simple-stack,LOOK,4327,-1,34,0.069,0,4,4,8
292,LOOK-A3-simple-stack,LOOK,4332,-1,56,0.053,0,5,3,8
293,LOOK-A3-simple-stack,LOOK,4333,-1,58,0.145,0,5,3,8
294,LOOK-A3-simple-stack,LOOK,4334,-1,70,0.031,0,5,3,8
295,LOOK-A3-simple-stack,LOOK,4335,-1,134,0.183,0,3,5,8
276,LOOK-A3-simple-stack,LOOK,4316,1,73,0.271,5,0,8,3
277,LOOK-A3-simple-stack,LOOK,4317,1,69,0.255,3,0,8,5
278,LOOK-A3-simple-stack,LOOK,4318,1,77,0.147,3,0,8,5
279,LOOK-A3-simple-stack,LOOK,4319,-1,58,0.126,0,4,4,8
208,LOOK-A3-simple-stack,LOOK,4248,-1,62,0.166,0,3,5,8
209,LOOK-A3-simple-stack,LOOK,4249,-1,48,0.061,0,3,5,8
210,LOOK-A3-simple-stack,LOOK,4250,-1,66,0.192,0,5,3,8
211,LOOK-A3-simple-stack,LOOK,4251,1,59,1.702,5,0,8,3
104,LOOK-A3-simple-stack,LOOK,4144,-1,40,0.145,0,6,2,8
105,LOOK-A3-simple-stack,LOOK,4145,1,147,2.005,2,0,8,6
106,LOOK-A3-simple-stack,LOOK,4146,-1,52,1.278,0,4,4,8
107,LOOK-A3-simple-stack,LOOK,4147,-1,64,1.122,0,4,4,8
280,LOOK-A3-simple-stack,LOOK,4320,-1,104,0.407,0,2,6,8
281,LOOK-A3-simple-stack,LOOK,4321,-1,76,0.114,0,3,5,8
282,LOOK-A3-simple-stack,LOOK,4322,1,109,0.178,5,0,8,3
283,LOOK-A3-simple-stack,LOOK,4323,-1,66,0.269,0,5,3,8
256,LOOK-A3-simple-stack,LOOK,4296,-1,42,0.252,0,5,3,8
257,LOOK-A3-simple-stack,LOOK,4297,1,73,0.4,3,0,8,5
258,LOOK-A3-simple-stack,LOOK,4298,-1,54,0.617,0,5,3,8
259,LOOK-A3-simple-stack,LOOK,4299,1,123,0.306,1,0,8,7
296,LOOK-A3-simple-stack,LOOK,4336,1,67,0.129,3,0,8,5
297,LOOK-A3-simple-stack,LOOK,4337,-1,92,0.321,0,5,3,8
298,LOOK-A3-simple-stack,LOOK,4338,1,59,0.117,2,0,8,6
299,LOOK-A3-simple-stack,LOOK,4339,1,119,0.067,1,0,8,7
252,LOOK-A3-simple-stack,LOOK,4292,1,55,0.613,3,0,8,5
253,LOOK-A3-simple-stack,LOOK,4293,1,33,0.764,7,0,8,1
254,LOOK-A3-simple-stack,LOOK,4294,1,41,0.12,4,0,8,4
255,LOOK-A3-simple-stack,LOOK,4295,1,109,0.324,3,0,8,5
272,LOOK-A3-simple-stack,LOOK,4312,-1,58,0.224,0,3,5,8
273,LOOK-A3-simple-stack,LOOK,4313,-1,136,0.072,0,4,4,8
274,LOOK-A3-simple-stack,LOOK,4314,1,43,1.448,6,0,8,2
275,LOOK-A3-simple-stack,LOOK,4315,1,111,0.055,1,0,8,7
264,LOOK-A3-simple-stack,LOOK,4304,1,137,0.31,4,0,8,4
265,LOOK-A3-simple-stack,LOOK,4305,-1,48,0.096,0,7,1,8
266,LOOK-A3-simple-stack,LOOK,4306,1,49,1.148,5,0,8,3
267,LOOK-A3-simple-stack,LOOK,4307,1,139,0.473,1,0,8,7
288,LOOK-A3-simple-stack,LOOK,4328,1,137,0.074,2,0,8,6
289,LOOK-A3-simple-stack,LOOK,4329,1,59,1.175,6,0,8,2
290,LOOK-A3-simple-stack,LOOK,4330,1,43,0.286,6,0,8,2
291,LOOK-A3-simple-stack,LOOK,4331,-1,58,0.134,0,2,6,8
260,LOOK-A3-simple-stack,LOOK,4300,-1,72,1.332,0,4,4,8
261,LOOK-A3-simple-stack,LOOK,4301,-1,64,0.239,0,3,5,8
262,LOOK-A3-simple-stack,LOOK,4302,-1,66,0.515,0,6,2,8
263,LOOK-A3-simple-stack,LOOK,4303,1,125,0.17,1,0,8,7
316,LOOK-A3-simple-stack,LOOK,4356,1,61,0.074,5,0,8,3
317,LOOK-A3-simple-stack,LOOK,4357,1,23,0.099,7,0,8,1
318,LOOK-A3-simple-stack,LOOK,4358,1,65,0.764,3,0,8,5
319,LOOK-A3-simple-stack,LOOK,4359,-1,92,0.126,0,2,6,8
308,LOOK-A3-simple-stack,LOOK,4348,1,59,0.46,5,0,8,3
309,LOOK-A3-simple-stack,LOOK,4349,-1,66,0.506,0,3,5,8
310,LOOK-A3-simple-stack,LOOK,4350,1,97,0.158,3,0,8,5
311,LOOK-A3-simple-stack,LOOK,4351,1,79,0.113,1,0,8,7
312,LOOK-A3-simple-stack,LOOK,4352,1,83,0.15,4,0,8,4
313,LOOK-A3-simple-stack,LOOK,4353,-1,112,0.658,0,4,4,8
314,LOOK-A3-simple-stack,LOOK,4354,-1,36,0.458,0,6,2,8
315,LOOK-A3-simple-stack,LOOK,4355,1,81,0.102,3,0,8,5
344,LOOK-A3-simple-stack,LOOK,4384,-1,72,0.058,0,4,4,8
345,LOOK-A3-simple-stack,LOOK,4385,1,109,0.063,1,0,8,7
