game_id,agent_p1,agent_p2,seed,winner,turns,time_sec,p1_alive,p2_alive,p1_captures,p2_captures
24,LOOK-A3-simple-stack,LOOK,4064,1,61,0.494,8,0,8,0
25,LOOK-A3-simple-stack,LOOK,4065,-1,70,0.745,0,7,1,8
26,LOOK-A3-simple-stack,LOOK,4066,-1,72,0.741,0,5,3,8
27,LOOK-A3-simple-stack,LOOK,4067,1,135,1.132,1,0,8,7
0,LOOK-A3-simple-stack,LOOK,4040,-1,130,1.001,0,4,4,8
1,LOOK-A3-simple-stack,LOOK,4041,1,163,0.743,3,0,8,5
2,LOOK-A3-simple-stack,LOOK,4042,1,83,0.207,4,0,8,4
3,LOOK-A3-simple-stack,LOOK,4043,1,183,1.305,2,0,8,6
4,LOOK-A3-simple-stack,LOOK,4044,1,205,1.154,2,0,8,6
5,LOOK-A3-simple-stack,LOOK,4045,1,85,0.243,4,0,8,4
6,LOOK-A3-simple-stack,LOOK,4046,-1,82,2.692,0,5,3,8
7,LOOK-A3-simple-stack,LOOK,4047,-1,90,0.132,0,3,5,8
28,LOOK-A3-simple-stack,LOOK,4068,1,71,2.835,3,0,8,5
29,LOOK-A3-simple-stack,LOOK,4069,-1,88,0.485,0,3,5,8
30,LOOK-A3-simple-stack,LOOK,4070,-1,108,0.803,0,3,5,8
31,LOOK-A3-simple-stack,LOOK,4071,-1,82,1.047,0,8,0,8
52,LOOK-A3-simple-stack,LOOK,4092,1,111,3.236,3,0,8,5
53,LOOK-A3-simple-stack,LOOK,4093,1,103,0.726,5,0,8,3
54,LOOK-A3-simple-stack,LOOK,4094,1,81,0.439,2,0,8,6
55,LOOK-A3-simple-stack,LOOK,4095,1,73,1.24,6,0,8,2
48,LOOK-A3-simple-stack,LOOK,4088,-1,148,1.407,0,3,5,8
49,LOOK-A3-simple-stack,LOOK,4089,1,85,0.688,6,0,8,2
50,LOOK-A3-simple-stack,LOOK,4090,1,85,2.784,7,0,8,1
51,LOOK-A3-simple-stack,LOOK,4091,1,59,0.822,6,0,8,2
12,LOOK-A3-simple-stack,LOOK,4052,-1,174,3.442,0,3,5,8
13,LOOK-A3-simple-stack,LOOK,4053,-1,150,0.711,0,2,6,8
14,LOOK-A3-simple-stack,LOOK,4054,1,71,1.414,5,0,8,3
15,LOOK-A3-simple-stack,LOOK,4055,-1,100,0.495,0,4,4,8
40,LOOK-A3-simple-stack,LOOK,4080,-1,200,1.129,0,4,4,8
41,LOOK-A3-simple-stack,LOOK,4081,-1,90,2.069,0,4,4,8
42,LOOK-A3-simple-stack,LOOK,4082,-1,206,2.685,0,4,4,8
43,LOOK-A3-simple-stack,LOOK,4083,-1,120,0.432,0,4,4,8
32,LOOK-A3-simple-stack,LOOK,4072,1,145,1.14,3,0,8,5
33,LOOK-A3-simple-stack,LOOK,4073,-1,98,0.465,0,4,4,8
34,LOOK-A3-simple-stack,LOOK,4074,1,61,3.398,5,0,8,3
35,LOOK-A3-simple-stack,LOOK,4075,1,121,1.572,2,0,8,6
56,LOOK-A3-simple-stack,LOOK,4096,1,127,0.734,1,0,8,7
57,LOOK-A3-simple-stack,LOOK,4097,1,95,2.023,4,0,8,4
58,LOOK-A3-simple-stack,LOOK,4098,1,65,0.164,9,0,8,-1
59,LOOK-A3-simple-stack,LOOK,4099,1,151,1.678,3,0,8,5
44,LOOK-A3-simple-stack,LOOK,4084,1,237,0.65,1,0,8,7
45,LOOK-A3-simple-stack,LOOK,4085,-1,78,0.787,0,5,3,8
46,LOOK-A3-simple-stack,LOOK,4086,1,67,2.995,8,0,8,0
47,LOOK-A3-simple-stack,LOOK,4087,-1,214,3.284,0,1,7,8
36,LOOK-A3-simple-stack,LOOK,4076,-1,82,2.988,0,5,3,8
37,LOOK-A3-simple-stack,LOOK,4077,-1,122,1.413,0,5,3,8
38,LOOK-A3-simple-stack,LOOK,4078,1,121,2.922,3,0,8,5
39,LOOK-A3-simple-stack,LOOK,4079,1,123,3.087,1,0,8,7
16,LOOK-A3-simple-stack,LOOK,4056,-1,68,1.394,0,6,2,8
17,LOOK-A3-simple-stack,LOOK,4057,1,131,0.574,3,0,8,5
18,LOOK-A3-simple-stack,LOOK,4058,-1,120,0.826,0,1,7,8
19,LOOK-A3-simple-stack,LOOK,4059,1,63,7.656,6,0,8,2
64,LOOK-A3-simple-stack,LOOK,4104,-1,86,0.348,0,5,3,8
65,LOOK-A3-simple-stack,LOOK,4105,-1,66,0.773,0,7,1,8
66,LOOK-A3-simple-stack,LOOK,4106,1,109,4.126,5,0,8,3
67,LOOK-A3-simple-stack,LOOK,4107,1,137,1.134,4,0,8,4
92,LOOK-A3-simple-stack,LOOK,4132,1,115,1.453,3,0,8,5
93,LOOK-A3-simple-stack,LOOK,4133,-1,72,0.392,0,2,6,8
94,LOOK-A3-simple-stack,LOOK,4134,-1,90,0.18,0,2,6,8
95,LOOK-A3-simple-stack,LOOK,4135,-1,172,0.835,0,2,6,8
20,LOOK-A3-simple-stack,LOOK,4060,1,95,1.406,3,0,8,5
21,LOOK-A3-simple-stack,LOOK,4061,-1,172,6.372,0,2,6,8
22,LOOK-A3-simple-stack,LOOK,4062,1,179,2.583,2,0,8,6
23,LOOK-A3-simple-stack,LOOK,4063,1,103,0.575,4,0,8,4
76,LOOK-A3-simple-stack,LOOK,4116,1,103,0.359,3,0,8,5
77,LOOK-A3-simple-stack,LOOK,4117,-1,186,4.323,0,2,6,8
78,LOOK-A3-simple-stack,LOOK,4118,1,85,0.92,5,0,8,3
79,LOOK-A3-simple-stack,LOOK,4119,1,129,0.815,4,0,8,4
84,LOOK-A3-simple-stack,LOOK,4124,1,175,2.189,6,0,8,2
85,LOOK-A3-simple-stack,LOOK,4125,1,55,1.208,6,0,8,2
86,LOOK-A3-simple-stack,LOOK,4126,-1,94,2.598,0,4,4,8
87,LOOK-A3-simple-stack,LOOK,4127,1,161,0.473,2,0,8,6
96,LOOK-A3-simple-stack,LOOK,4136,-1,84,0.649,0,7,1,8
97,LOOK-A3-simple-stack,LOOK,4137,1,57,1.903,9,0,8,-1
98,LOOK-A3-simple-stack,LOOK,4138,1,153,1.939,1,0,8,7
99,LOOK-A3-simple-stack,LOOK,4139,1,95,0.765,4,0,8,4
88,LOOK-A3-simple-stack,LOOK,4128,-1,130,2.151,0,4,4,8
89,LOOK-A3-simple-stack,LOOK,4129,1,165,3.222,1,0,8,7
90,LOOK-A3-simple-stack,LOOK,4130,-1,90,0.565,0,3,5,8
91,LOOK-A3-simple-stack,LOOK,4131,1,107,0.497,4,0,8,4
60,LOOK-A3-simple-stack,LOOK,4100,-1,178,1.524,0,2,6,8
61,LOOK-A3-simple-stack,LOOK,4101,1,103,5.432,1,0,8,7
62,LOOK-A3-simple-stack,LOOK,4102,1,77,2.187,8,0,8,0
63,LOOK-A3-simple-stack,LOOK,4103,1,107,1.516,3,0,8,5
72,LOOK-A3-simple-stack,LOOK,4112,-1,236,2.664,0,1,7,8
73,LOOK-A3-simple-stack,LOOK,4113,-1,72,0.592,0,8,0,8
74,LOOK-A3-simple-stack,LOOK,4114,-1,80,3.415,0,8,0,8
75,LOOK-A3-simple-stack,LOOK,4115,-1,124,1.783,0,2,6,8
104,LOOK-A3-simple-stack,LOOK,4144,-1,80,0.425,0,3,5,8
105,LOOK-A3-simple-stack,LOOK,4145,1,279,0.811,2,0,8,6
106,LOOK-A3-simple-stack,LOOK,4146,1,137,1.599,3,0,8,5
107,LOOK-A3-simple-stack,LOOK,4147,-1,96,1.45,0,5,3,8
116,LOOK-A3-simple-stack,LOOK,4156,1,77,1.586,3,0,8,5
117,LOOK-A3-simple-stack,LOOK,4157,1,59,1.405,8,0,8,0
